CharacterName,Class,Lev,StageIdx,PositionX,PositionY
player1318,1,24,101003020,3519.61,-2649.62
player1319,1,1,100004010,-901.065,-5007.95
player1320,1,1,100004010,2281,-5976.72
player1321,2,1,100004010,13290,-1170
player1322,1,1,100004010,13290,-1170
player1323,2,1,100004010,13290,-1170
player1324,1,1,100004010,13290,-1170
player1325,1,2,100004010,10101.9,3073.53
player1326,2,1,100004010,13290,-1170
player1327,1,2,101003010,-7106.02,-5530
player1328,3,180,105001010,4692,4275
player1329,2,145,105002010,-10990.6,3904.29
player1330,2,1,100004010,13290,-1170
player1331,1,1,100004010,13290,-1170
player1332,4,1,100004010,13290,-1170
player1333,2,1,100004010,13290,-1170
player1334,2,2,100004020,-5920.78,9986.5
player1335,1,1,100004010,13290,-1170
player1336,3,180,105001020,7271.23,-9015.37
player1337,1,1,100004010,13290,-1170
player1338,4,1,100004010,13290,-1170
player1339,4,1,100004010,13290,-1170
player1340,1,1,100004010,12716,-249.104
player1341,4,1,100004010,13290,-1170
player1342,1,1,100004010,12250,-453
player1343,2,1,100004010,9436.89,-1059.12
player1344,3,2,100004020,-4356.72,8163.62
player1345,2,120,104004040,2617.09,11045.6
player1346,2,1,100004010,12168.1,-374.457
player1347,2,10,100002020,145.774,4511.91
player1348,3,1,100004010,-10324.7,3443.94
player1349,1,1,100004010,13290,-1170
player1350,3,1,100004010,13290,-1170
player1351,5,1,100004010,13290,-1170
player1352,2,2,100004010,9163.51,4460
player1353,1,1,100004010,13290,-1170
player1354,1,1,100004010,13290,-1170
player1355,4,1,100004010,13290,-1170
player1356,5,1,100004010,13290,-1170
player1357,5,1,100004010,13290,-1170
player1358,3,2,101003040,8556.03,-430.647
player1359,1,2,100004020,-4349.23,8429.93
player1360,1,2,100004020,-6661.91,10230.1
player1361,1,1,100004010,12399.2,-591.657
player1362,1,1,101003010,-7106.02,-5530
player1363,3,2,100004020,-2035.56,9081.05
player1364,3,2,100004020,3266.42,11700.4
player1365,2,120,104004050,5223.89,12758.9
player1366,1,2,100004020,-7232.75,10224.3
player1367,3,1,101001010,-1851.58,-2940.56
player1368,2,30,100004020,-7611.68,9889.15
player1369,1,50,103003010,-16551.5,-809.966
player1370,2,130,101004010,4759.94,8654.62
player1371,3,80,102005020,804.949,389.739
player1372,3,1,100004010,-962.933,-5554.15
player1373,2,120,105002070,-6080.66,-14966.7
player1374,3,3,100002010,6707.56,-11181.9
player1375,2,100,104004040,2617.09,11045.6
player1376,3,100,104004040,1271.32,10604.5
player1377,2,100,103003050,-764.841,3393.22
player1378,2,75,104003010,588.581,640.633
player1379,1,150,104003010,-1455,632
player1380,2,75,104003010,1250,200
player1381,2,110,105002020,-5000,2110
player1382,1,150,200022070,-3184.48,2456.52
player1383,3,110,104004040,-5494.87,-11963.5
player1384,2,125,105002070,-11281.5,-4721.86
player1385,3,120,104004100,7382.88,-12552
player1386,2,100,104004060,-2319.85,2198.53
player1387,1,120,101005010,6956,-5333.12
player1388,1,100,104004100,6534,-11487
player1389,2,120,104004050,-6087,11457
player1390,4,15,100004010,-9376.64,3602
player1391,5,3,100004010,12250,-453
player1392,3,1,100004010,12250,-453
